"identical alleles","total genome-wide SNVs","strain1","strain2"
169766,1583587,"QG3853","QG5588"
159135,1578489,"QG3853","QG5602"
153944,1582076,"QG3853","QG5628"
155106,1589296,"QG3853","QG5629"
159206,1580938,"QG3853","QG5638"
168713,1578220,"QG3853","QG5643"
150389,1590144,"QG3853","QG5650"
170679,1588660,"QG3853","QG5652"
180734,1581806,"QG3853","QG5654"
149628,1580823,"QG3853","QG5655"
58659,1630044,"QG3853","QG800"
58770,1629472,"QG3853","QG801"
114855,1607612,"QG3853","QG820"
115416,1608698,"QG3853","QG823"
87273,1619755,"QG3853","QG834"
84836,1587366,"QG3853","QG835"
87058,1618379,"QG3853","QG836"
87629,1618063,"QG3853","QG837"
87008,1614782,"QG3853","QG838"
87045,1615178,"QG3853","QG839"
86000,1626611,"QG3853","QG840"
79899,1622605,"QG3853","QG841"
79061,1610494,"QG3853","QG842"
79520,1620741,"QG3853","QG843"
87006,1612774,"QG3853","QG844"
87045,1617605,"QG3853","QG845"
68182,1600301,"QG3853","QG846"
68444,1596731,"QG3853","QG847"
68541,1617136,"QG3853","QG848"
86007,1597127,"QG3853","QG849"
86895,1613314,"QG3853","QG850"
85820,1602601,"QG3853","QG851"
64379,1620550,"QG3853","QG852"
82779,1625316,"QG3853","QG853"
89743,1611640,"QG3853","QG921"
65218,1616993,"QG3853","QG935"
97617,1613000,"QG3853","QG942"
78745,1610357,"QG3853","QG981"
77359,1613859,"QG3853","QG987"
143702,1586135,"QG3853","TWN2103"
94855,1606849,"QG3854","QG3855"
95981,1617839,"QG3854","QG3856"
94589,1603133,"QG3854","QG3857"
49,1608851,"QG3854","QG3859"
65981,1612679,"QG3854","QG3860"
58974,1605852,"QG3854","QG3862"
72877,1598205,"QG3854","QG3863"
71357,1595793,"QG3854","QG3868"
86424,1617496,"QG3854","QG3869"
87602,1629448,"QG3854","QG3871"
67472,1608383,"QG3854","QG3872"
72885,1626099,"QG3854","QG3873"
71220,1625492,"QG3854","QG3877"
92197,1590283,"QG3854","QG3880"
160553,1584275,"QG3854","QG4629"
158142,1575814,"QG3854","QG4641"
143168,1581127,"QG3854","QG4646"
149755,1584013,"QG3854","QG4653"
144632,1595754,"QG3854","QG4659"
159486,1585209,"QG3854","QG4669"
158901,1574302,"QG3854","QG4671"
158163,1582689,"QG3854","QG4672"
159548,1585618,"QG3854","QG4694"
161033,1584196,"QG3854","QG4695"
159536,1586054,"QG3854","QG4696"
176048,1573700,"QG3854","QG4702"
160872,1578934,"QG3854","QG4713"
160000,1583076,"QG3854","QG4714"
159443,1581727,"QG3854","QG4730"
176455,1590456,"QG3854","QG4739"
157784,1583267,"QG3854","QG4740"
153643,1577869,"QG3854","QG4741"
143098,1581097,"QG3854","QG4754"
173510,1581157,"QG3854","QG4759"
142822,1578890,"QG3854","QG4779"
176224,1588966,"QG3854","QG4780"
168459,1581937,"QG3854","QG4781"
145366,1588974,"QG3854","QG4782"
178623,1581632,"QG3854","QG4817"
176903,1576845,"QG3854","QG4824"
173769,1578255,"QG3854","QG4866"
91041,1492433,"QG3854","QG4867"
144784,1587953,"QG3854","QG4868"
145111,1589104,"QG3854","QG4869"
155644,1575124,"QG3854","QG4870"
155680,1577752,"QG3854","QG4871"
161115,1582970,"QG3854","QG4878"
143049,1590349,"QG3854","QG4891"
156190,1578943,"QG3854","QG4892"
159287,1580501,"QG3854","QG4893"
158838,1580621,"QG3854","QG4894"
143499,1591312,"QG3854","QG4897"
159679,1582483,"QG3854","QG4904"
158332,1577070,"QG3854","QG4910"
174358,1583961,"QG3854","QG5104"
158018,1577753,"QG3854","QG5159"
159133,1581630,"QG3854","QG5160"
152379,1581616,"QG3854","QG5161"
153728,1317605,"QG3854","QG5220"
155470,1353215,"QG3854","QG5237"
159220,1579774,"QG3854","QG5256"
159685,1581804,"QG3854","QG5260"
161980,1585416,"QG3854","QG5262"
142244,1344721,"QG3854","QG5305"
158931,1261157,"QG3854","QG5319"
135830,1252571,"QG3854","QG5364"
143631,1581969,"QG3854","QG5365"
144502,1585602,"QG3854","QG5366"
118867,1529457,"QG3854","QG5405"
111129,1500507,"QG3854","QG5502"
160170,1292842,"QG3854","QG5503"
91212,1491653,"QG3854","QG5510"
145010,1585666,"QG3854","QG5550"
118414,1528045,"QG3854","QG5551"
137349,1300647,"QG3854","QG5552"
112995,1507227,"QG3854","QG5576"
154501,1585341,"QG3854","QG5588"
161384,1579339,"QG3854","QG5602"
144319,1581973,"QG3854","QG5628"
145753,1589465,"QG3854","QG5629"
161414,1581599,"QG3854","QG5638"
160641,1579689,"QG3854","QG5643"
145505,1588956,"QG3854","QG5650"
162524,1590118,"QG3854","QG5652"
179045,1580968,"QG3854","QG5654"
149718,1582086,"QG3854","QG5655"
42539,1637290,"QG3854","QG800"
42552,1636708,"QG3854","QG801"
95425,1613097,"QG3854","QG820"
96020,1614226,"QG3854","QG823"
85298,1625975,"QG3854","QG834"
83166,1594235,"QG3854","QG835"
85329,1624731,"QG3854","QG836"
85597,1624577,"QG3854","QG837"
85032,1621254,"QG3854","QG838"
85018,1621948,"QG3854","QG839"
68310,1633391,"QG3854","QG840"
93425,1625410,"QG3854","QG841"
92607,1613683,"QG3854","QG842"
93218,1623817,"QG3854","QG843"
85242,1619463,"QG3854","QG844"
85195,1624058,"QG3854","QG845"
90441,1603893,"QG3854","QG846"
90654,1600319,"QG3854","QG847"
76369,1622110,"QG3854","QG848"
91392,1602924,"QG3854","QG849"
92463,1618979,"QG3854","QG850"
83974,1609524,"QG3854","QG851"
80089,1625129,"QG3854","QG852"
94184,1619025,"QG3854","QG853"
91505,1617464,"QG3854","QG921"
89174,1620557,"QG3854","QG935"
65119,1623664,"QG3854","QG942"
77041,1618155,"QG3854","QG981"
85629,1617560,"QG3854","QG987"
138128,1586247,"QG3854","TWN2103"
108,1632228,"QG3855","QG3856"
85,1618919,"QG3855","QG3857"
92644,1581358,"QG3855","QG3859"
77401,1611726,"QG3855","QG3860"
105869,1587992,"QG3855","QG3862"
93547,1592204,"QG3855","QG3863"
89499,1582534,"QG3855","QG3868"
59958,1612399,"QG3855","QG3869"
60844,1623873,"QG3855","QG3871"
98312,1600746,"QG3855","QG3872"
97750,1615510,"QG3855","QG3873"
108019,1609928,"QG3855","QG3877"
96031,1586282,"QG3855","QG3880"
167521,1576341,"QG3855","QG4629"
166794,1567706,"QG3855","QG4641"
154323,1572663,"QG3855","QG4646"
154363,1578011,"QG3855","QG4653"
151537,1587258,"QG3855","QG4659"
167647,1577115,"QG3855","QG4669"
159728,1569877,"QG3855","QG4671"
166370,1574493,"QG3855","QG4672"
167881,1577413,"QG3855","QG4694"
173520,1575604,"QG3855","QG4695"
167777,1577865,"QG3855","QG4696"
158185,1569621,"QG3855","QG4702"
161738,1574249,"QG3855","QG4713"
167237,1575214,"QG3855","QG4714"
168041,1573534,"QG3855","QG4730"
168071,1582484,"QG3855","QG4739"
164556,1576694,"QG3855","QG4740"
153235,1573107,"QG3855","QG4741"
154539,1573626,"QG3855","QG4754"
165223,1573223,"QG3855","QG4759"
154154,1571272,"QG3855","QG4779"
167533,1580964,"QG3855","QG4780"
170070,1574739,"QG3855","QG4781"
156362,1580366,"QG3855","QG4782"
160361,1577120,"QG3855","QG4817"
158842,1572640,"QG3855","QG4824"
156434,1574527,"QG3855","QG4866"
97765,1484355,"QG3855","QG4867"
155849,1579557,"QG3855","QG4868"
156220,1580541,"QG3855","QG4869"
162667,1568731,"QG3855","QG4870"
162472,1571148,"QG3855","QG4871"
168138,1575005,"QG3855","QG4878"
150178,1581987,"QG3855","QG4891"
163035,1572216,"QG3855","QG4892"
166454,1572772,"QG3855","QG4893"
167607,1572487,"QG3855","QG4894"
150493,1582886,"QG3855","QG4897"
168350,1574286,"QG3855","QG4904"
167101,1569006,"QG3855","QG4910"
166052,1575969,"QG3855","QG5104"
166747,1569622,"QG3855","QG5159"
167662,1573369,"QG3855","QG5160"
159333,1572477,"QG3855","QG5161"
160160,1310674,"QG3855","QG5220"
162204,1346129,"QG3855","QG5237"
166261,1571832,"QG3855","QG5256"
166765,1573837,"QG3855","QG5260"
174360,1576958,"QG3855","QG5262"
154719,1337409,"QG3855","QG5305"
165008,1254394,"QG3855","QG5319"
145828,1246205,"QG3855","QG5364"
154879,1574256,"QG3855","QG5365"
155805,1577973,"QG3855","QG5366"
128137,1520622,"QG3855","QG5405"
113490,1493912,"QG3855","QG5502"
161758,1287404,"QG3855","QG5503"
97659,1483467,"QG3855","QG5510"
156100,1577930,"QG3855","QG5550"
127488,1519136,"QG3855","QG5551"
147272,1293958,"QG3855","QG5552"
114921,1500643,"QG3855","QG5576"
161417,1576537,"QG3855","QG5588"
161999,1574696,"QG3855","QG5602"
155753,1574469,"QG3855","QG5628"
156958,1581669,"QG3855","QG5629"
162193,1576962,"QG3855","QG5638"
169003,1571690,"QG3855","QG5643"
148075,1583384,"QG3855","QG5650"
171079,1581753,"QG3855","QG5652"
161034,1576805,"QG3855","QG5654"
154387,1576337,"QG3855","QG5655"
92765,1616512,"QG3855","QG800"
92747,1615894,"QG3855","QG801"
91983,1601321,"QG3855","QG820"
92481,1602195,"QG3855","QG823"
87965,1609342,"QG3855","QG834"
85133,1577122,"QG3855","QG835"
87686,1608055,"QG3855","QG836"
88231,1607705,"QG3855","QG837"
87598,1604377,"QG3855","QG838"
87713,1604899,"QG3855","QG839"
73099,1618699,"QG3855","QG840"
89663,1608299,"QG3855","QG841"
88513,1596154,"QG3855","QG842"
89308,1606680,"QG3855","QG843"
87466,1602501,"QG3855","QG844"
87627,1607119,"QG3855","QG845"
101492,1589662,"QG3855","QG846"
101434,1586010,"QG3855","QG847"
105723,1604153,"QG3855","QG848"
107853,1590600,"QG3855","QG849"
108905,1606674,"QG3855","QG850"
86285,1592193,"QG3855","QG851"
96490,1609226,"QG3855","QG852"
62770,1617227,"QG3855","QG853"
82723,1603897,"QG3855","QG921"
98148,1608386,"QG3855","QG935"
77765,1604533,"QG3855","QG942"
107122,1600171,"QG3855","QG981"
105943,1605684,"QG3855","QG987"
159699,1577889,"QG3855","TWN2103"
80,1628004,"QG3856","QG3857"
93707,1592059,"QG3856","QG3859"
78005,1622596,"QG3856","QG3860"
107085,1598637,"QG3856","QG3862"
94317,1602160,"QG3856","QG3863"
90659,1594340,"QG3856","QG3868"
60797,1623384,"QG3856","QG3869"
61828,1637535,"QG3856","QG3871"
99244,1612781,"QG3856","QG3872"
98987,1629224,"QG3856","QG3873"
109240,1623429,"QG3856","QG3877"
96895,1596446,"QG3856","QG3880"
169252,1587478,"QG3856","QG4629"
168394,1577887,"QG3856","QG4641"
155678,1583054,"QG3856","QG4646"
155735,1589604,"QG3856","QG4653"
152963,1599360,"QG3856","QG4659"
169445,1588174,"QG3856","QG4669"
161409,1580952,"QG3856","QG4671"
168079,1585301,"QG3856","QG4672"
169691,1588769,"QG3856","QG4694"
175331,1587120,"QG3856","QG4695"
169580,1589316,"QG3856","QG4696"
159453,1579742,"QG3856","QG4702"
163498,1585882,"QG3856","QG4713"
168917,1585851,"QG3856","QG4714"
169710,1584018,"QG3856","QG4730"
169799,1594180,"QG3856","QG4739"
166139,1587478,"QG3856","QG4740"
154775,1583495,"QG3856","QG4741"
155955,1584159,"QG3856","QG4754"
166825,1583725,"QG3856","QG4759"
155541,1581585,"QG3856","QG4779"
169242,1592475,"QG3856","QG4780"
171589,1586490,"QG3856","QG4781"
157785,1591369,"QG3856","QG4782"
161760,1588634,"QG3856","QG4817"
160159,1583252,"QG3856","QG4824"
157888,1585212,"QG3856","QG4866"
98863,1495437,"QG3856","QG4867"
157229,1590261,"QG3856","QG4868"
157623,1591493,"QG3856","QG4869"
164165,1578954,"QG3856","QG4870"
163981,1581262,"QG3856","QG4871"
169976,1587397,"QG3856","QG4878"
151472,1592805,"QG3856","QG4891"
164577,1582449,"QG3856","QG4892"
168153,1583278,"QG3856","QG4893"
169308,1582972,"QG3856","QG4894"
151816,1593945,"QG3856","QG4897"
170035,1584811,"QG3856","QG4904"
168773,1579281,"QG3856","QG4910"
167663,1586543,"QG3856","QG5104"
168363,1579655,"QG3856","QG5159"
169332,1583713,"QG3856","QG5160"
160723,1583002,"QG3856","QG5161"
161781,1319034,"QG3856","QG5220"
163860,1355102,"QG3856","QG5237"
167974,1582481,"QG3856","QG5256"
168459,1584563,"QG3856","QG5260"
176151,1588441,"QG3856","QG5262"
156041,1346109,"QG3856","QG5305"
166673,1262213,"QG3856","QG5319"
147089,1254161,"QG3856","QG5364"
156318,1584824,"QG3856","QG5365"
157326,1589234,"QG3856","QG5366"
129543,1531941,"QG3856","QG5405"
114716,1504919,"QG3856","QG5502"
163131,1295706,"QG3856","QG5503"
98776,1494533,"QG3856","QG5510"
157595,1589077,"QG3856","QG5550"
128869,1530215,"QG3856","QG5551"
148620,1302213,"QG3856","QG5552"
116185,1511647,"QG3856","QG5576"
162955,1588880,"QG3856","QG5588"
163831,1587379,"QG3856","QG5602"
157296,1586581,"QG3856","QG5628"
158547,1594289,"QG3856","QG5629"
164068,1589975,"QG3856","QG5638"
170810,1583573,"QG3856","QG5643"
149567,1595953,"QG3856","QG5650"
172921,1594438,"QG3856","QG5652"
162483,1589352,"QG3856","QG5654"
155766,1588704,"QG3856","QG5655"
93978,1629095,"QG3856","QG800"
93953,1628371,"QG3856","QG801"
93215,1613384,"QG3856","QG820"
93745,1615140,"QG3856","QG823"
89169,1622603,"QG3856","QG834"
86229,1587659,"QG3856","QG835"
88929,1621290,"QG3856","QG836"
89448,1620767,"QG3856","QG837"
88769,1616102,"QG3856","QG838"
88870,1616705,"QG3856","QG839"
74176,1631712,"QG3856","QG840"
90890,1620699,"QG3856","QG841"
89681,1607219,"QG3856","QG842"
90524,1618814,"QG3856","QG843"
88662,1614655,"QG3856","QG844"
88806,1619371,"QG3856","QG845"
102689,1600555,"QG3856","QG846"
102581,1596731,"QG3856","QG847"
106993,1616280,"QG3856","QG848"
108966,1601590,"QG3856","QG849"
110120,1618595,"QG3856","QG850"
87402,1603002,"QG3856","QG851"
97720,1622496,"QG3856","QG852"
63464,1629017,"QG3856","QG853"
83664,1615065,"QG3856","QG921"
99265,1620600,"QG3856","QG935"
78823,1615853,"QG3856","QG942"
108335,1611299,"QG3856","QG981"
107202,1617910,"QG3856","QG987"
161076,1588907,"QG3856","TWN2103"
92391,1578208,"QG3857","QG3859"
77157,1607991,"QG3857","QG3860"
105607,1584412,"QG3857","QG3862"
93237,1588731,"QG3857","QG3863"
89144,1578730,"QG3857","QG3868"
59727,1608672,"QG3857","QG3869"
60593,1619637,"QG3857","QG3871"
98016,1596998,"QG3857","QG3872"
97461,1611353,"QG3857","QG3873"
107716,1605800,"QG3857","QG3877"
95784,1583050,"QG3857","QG3880"
167352,1572891,"QG3857","QG4629"
166682,1564744,"QG3857","QG4641"
153876,1569511,"QG3857","QG4646"
153896,1574589,"QG3857","QG4653"
151174,1583647,"QG3857","QG4659"
167494,1573599,"QG3857","QG4669"
159464,1566450,"QG3857","QG4671"
166267,1571165,"QG3857","QG4672"
167759,1574001,"QG3857","QG4694"
173322,1572170,"QG3857","QG4695"
167630,1574255,"QG3857","QG4696"
157925,1566498,"QG3857","QG4702"
161453,1570663,"QG3857","QG4713"
167058,1571958,"QG3857","QG4714"
167925,1570337,"QG3857","QG4730"
167920,1578992,"QG3857","QG4739"
164395,1573309,"QG3857","QG4740"
153141,1570115,"QG3857","QG4741"
154269,1570615,"QG3857","QG4754"
165153,1570222,"QG3857","QG4759"
153921,1568358,"QG3857","QG4779"
167382,1577405,"QG3857","QG4780"
169700,1571262,"QG3857","QG4781"
155864,1576983,"QG3857","QG4782"
160099,1573608,"QG3857","QG4817"
158591,1569463,"QG3857","QG4824"
156281,1571269,"QG3857","QG4866"
97388,1480975,"QG3857","QG4867"
155347,1576154,"QG3857","QG4868"
155719,1577122,"QG3857","QG4869"
162509,1565670,"QG3857","QG4870"
162330,1568025,"QG3857","QG4871"
167924,1571473,"QG3857","QG4878"
149792,1578616,"QG3857","QG4891"
162894,1569088,"QG3857","QG4892"
166345,1569704,"QG3857","QG4893"
167528,1569364,"QG3857","QG4894"
150172,1579610,"QG3857","QG4897"
168220,1571055,"QG3857","QG4904"
167020,1565990,"QG3857","QG4910"
165950,1572827,"QG3857","QG5104"
166649,1566694,"QG3857","QG5159"
167572,1570247,"QG3857","QG5160"
159013,1569450,"QG3857","QG5161"
160100,1307951,"QG3857","QG5220"
162064,1343138,"QG3857","QG5237"
166116,1568567,"QG3857","QG5256"
166613,1570658,"QG3857","QG5260"
174170,1573408,"QG3857","QG5262"
154274,1334284,"QG3857","QG5305"
164927,1251788,"QG3857","QG5319"
145642,1243596,"QG3857","QG5364"
154601,1571085,"QG3857","QG5365"
155538,1574662,"QG3857","QG5366"
127826,1517232,"QG3857","QG5405"
113127,1490336,"QG3857","QG5502"
161486,1284649,"QG3857","QG5503"
97330,1480238,"QG3857","QG5510"
155810,1574484,"QG3857","QG5550"
127177,1515713,"QG3857","QG5551"
147092,1291246,"QG3857","QG5552"
114610,1497213,"QG3857","QG5576"
161056,1573098,"QG3857","QG5588"
161735,1571012,"QG3857","QG5602"
155472,1571230,"QG3857","QG5628"
156661,1578070,"QG3857","QG5629"
161919,1573099,"QG3857","QG5638"
168862,1568315,"QG3857","QG5643"
147741,1579705,"QG3857","QG5650"
170904,1578108,"QG3857","QG5652"
160749,1573162,"QG3857","QG5654"
153876,1572780,"QG3857","QG5655"
92559,1612523,"QG3857","QG800"
92523,1611893,"QG3857","QG801"
91847,1597442,"QG3857","QG820"
92361,1598381,"QG3857","QG823"
87744,1605323,"QG3857","QG834"
84969,1574044,"QG3857","QG835"
87484,1603988,"QG3857","QG836"
88015,1603823,"QG3857","QG837"
87391,1600550,"QG3857","QG838"
87524,1601084,"QG3857","QG839"
72868,1614663,"QG3857","QG840"
89452,1604268,"QG3857","QG841"
88327,1592838,"QG3857","QG842"
89091,1602639,"QG3857","QG843"
87292,1598660,"QG3857","QG844"
87436,1603153,"QG3857","QG845"
101339,1586330,"QG3857","QG846"
101256,1582785,"QG3857","QG847"
105529,1600301,"QG3857","QG848"
107732,1587217,"QG3857","QG849"
108773,1602768,"QG3857","QG850"
86110,1588976,"QG3857","QG851"
96317,1605246,"QG3857","QG852"
62628,1613281,"QG3857","QG853"
82610,1600417,"QG3857","QG921"
97954,1604417,"QG3857","QG935"
77558,1600995,"QG3857","QG942"
106994,1596588,"QG3857","QG981"
105726,1601706,"QG3857","QG987"
159151,1574466,"QG3857","TWN2103"
64150,1587395,"QG3859","QG3860"
57265,1581099,"QG3859","QG3862"
71088,1572168,"QG3859","QG3863"
69948,1571045,"QG3859","QG3868"
84134,1592304,"QG3859","QG3869"
85265,1603037,"QG3859","QG3871"
65659,1583292,"QG3859","QG3872"
70944,1599842,"QG3859","QG3873"
69094,1599173,"QG3859","QG3877"
90296,1566797,"QG3859","QG3880"
157289,1559726,"QG3859","QG4629"
155084,1552513,"QG3859","QG4641"
140370,1557465,"QG3859","QG4646"
146307,1559327,"QG3859","QG4653"
141735,1570533,"QG3859","QG4659"
156168,1560803,"QG3859","QG4669"
155324,1550084,"QG3859","QG4671"
154924,1558436,"QG3859","QG4672"
156297,1561146,"QG3859","QG4694"
157796,1559606,"QG3859","QG4695"
156243,1561517,"QG3859","QG4696"
172062,1550190,"QG3859","QG4702"
157215,1554493,"QG3859","QG4713"
156786,1558936,"QG3859","QG4714"
156299,1557953,"QG3859","QG4730"
172884,1565681,"QG3859","QG4739"
154556,1558990,"QG3859","QG4740"
150703,1554190,"QG3859","QG4741"
140295,1557519,"QG3859","QG4754"
170079,1557329,"QG3859","QG4759"
140005,1555490,"QG3859","QG4779"
172662,1564241,"QG3859","QG4780"
165190,1557102,"QG3859","QG4781"
142495,1564461,"QG3859","QG4782"
174487,1557168,"QG3859","QG4817"
172803,1552851,"QG3859","QG4824"
170030,1554079,"QG3859","QG4866"
88927,1469223,"QG3859","QG4867"
141911,1563588,"QG3859","QG4868"
142238,1564547,"QG3859","QG4869"
152475,1551553,"QG3859","QG4870"
152453,1553986,"QG3859","QG4871"
157801,1558447,"QG3859","QG4878"
140212,1565735,"QG3859","QG4891"
153031,1555124,"QG3859","QG4892"
156107,1556569,"QG3859","QG4893"
155643,1556756,"QG3859","QG4894"
140683,1566605,"QG3859","QG4897"
156512,1558527,"QG3859","QG4904"
155223,1553581,"QG3859","QG4910"
170907,1559799,"QG3859","QG5104"
154925,1554322,"QG3859","QG5159"
155986,1557811,"QG3859","QG5160"
149442,1557569,"QG3859","QG5161"
150733,1298127,"QG3859","QG5220"
152389,1332661,"QG3859","QG5237"
156050,1555611,"QG3859","QG5256"
156523,1557700,"QG3859","QG5260"
158702,1560793,"QG3859","QG5262"
139289,1324359,"QG3859","QG5305"
155713,1242190,"QG3859","QG5319"
133172,1234233,"QG3859","QG5364"
140757,1558014,"QG3859","QG5365"
141612,1561388,"QG3859","QG5366"
116139,1505499,"QG3859","QG5405"
108565,1476947,"QG3859","QG5502"
157251,1273835,"QG3859","QG5503"
89016,1468442,"QG3859","QG5510"
142092,1561506,"QG3859","QG5550"
115683,1504206,"QG3859","QG5551"
134644,1281229,"QG3859","QG5552"
110360,1483645,"QG3859","QG5576"
151474,1560982,"QG3859","QG5588"
157667,1554696,"QG3859","QG5602"
141432,1557951,"QG3859","QG5628"
142748,1564768,"QG3859","QG5629"
157671,1556885,"QG3859","QG5638"
157383,1555829,"QG3859","QG5643"
142307,1564371,"QG3859","QG5650"
159160,1565377,"QG3859","QG5652"
174848,1556511,"QG3859","QG5654"
146212,1557460,"QG3859","QG5655"
41759,1611236,"QG3859","QG800"
41762,1610606,"QG3859","QG801"
93193,1587167,"QG3859","QG820"
93802,1588170,"QG3859","QG823"
83856,1599453,"QG3859","QG834"
81809,1570560,"QG3859","QG835"
83865,1598398,"QG3859","QG836"
84156,1598397,"QG3859","QG837"
83600,1595375,"QG3859","QG838"
83596,1595950,"QG3859","QG839"
66534,1606913,"QG3859","QG840"
91663,1598894,"QG3859","QG841"
90881,1588631,"QG3859","QG842"
91442,1597448,"QG3859","QG843"
83801,1593560,"QG3859","QG844"
83775,1597753,"QG3859","QG845"
88636,1579350,"QG3859","QG846"
88794,1575815,"QG3859","QG847"
74928,1595959,"QG3859","QG848"
89323,1578035,"QG3859","QG849"
90310,1592950,"QG3859","QG850"
82593,1584772,"QG3859","QG851"
78793,1598856,"QG3859","QG852"
91890,1593083,"QG3859","QG853"
89357,1591979,"QG3859","QG921"
87393,1594345,"QG3859","QG935"
64127,1598518,"QG3859","QG942"
75942,1592967,"QG3859","QG981"
83464,1591570,"QG3859","QG987"
135473,1562039,"QG3859","TWN2103"
85750,1595937,"QG3860","QG3862"
64456,1598285,"QG3860","QG3863"
70349,1587239,"QG3860","QG3868"
89056,1613551,"QG3860","QG3869"
90118,1625386,"QG3860","QG3871"
81996,1606888,"QG3860","QG3872"
90492,1618060,"QG3860","QG3873"
104223,1613671,"QG3860","QG3877"
84468,1591871,"QG3860","QG3880"
172113,1578341,"QG3860","QG4629"
170224,1569773,"QG3860","QG4641"
143727,1577785,"QG3860","QG4646"
153115,1578298,"QG3860","QG4653"
155514,1590257,"QG3860","QG4659"
171218,1579079,"QG3860","QG4669"
147198,1572121,"QG3860","QG4671"
169948,1576564,"QG3860","QG4672"
171400,1579422,"QG3860","QG4694"
177962,1577868,"QG3860","QG4695"
171284,1579787,"QG3860","QG4696"
181658,1569476,"QG3860","QG4702"
148962,1576558,"QG3860","QG4713"
171810,1577320,"QG3860","QG4714"
171543,1575657,"QG3860","QG4730"
180368,1583162,"QG3860","QG4739"
168544,1577409,"QG3860","QG4740"
162914,1572658,"QG3860","QG4741"
151992,1576544,"QG3860","QG4754"
177438,1573949,"QG3860","QG4759"
151514,1574242,"QG3860","QG4779"
179969,1581525,"QG3860","QG4780"
172251,1578167,"QG3860","QG4781"
145385,1585575,"QG3860","QG4782"
183727,1577081,"QG3860","QG4817"
182290,1572537,"QG3860","QG4824"
168425,1574738,"QG3860","QG4866"
98579,1486328,"QG3860","QG4867"
145145,1584641,"QG3860","QG4868"
145221,1585633,"QG3860","QG4869"
166558,1569515,"QG3860","QG4870"
166350,1571919,"QG3860","QG4871"
172631,1576975,"QG3860","QG4878"
154090,1584872,"QG3860","QG4891"
167032,1572969,"QG3860","QG4892"
170914,1574650,"QG3860","QG4893"
170975,1574684,"QG3860","QG4894"
154478,1585865,"QG3860","QG4897"
171758,1576380,"QG3860","QG4904"
170594,1571195,"QG3860","QG4910"
178340,1576722,"QG3860","QG5104"
170157,1571622,"QG3860","QG5159"
171199,1575456,"QG3860","QG5160"
166310,1575194,"QG3860","QG5161"
164331,1312555,"QG3860","QG5220"
166272,1347983,"QG3860","QG5237"
170777,1573910,"QG3860","QG5256"
171322,1575827,"QG3860","QG5260"
178890,1579055,"QG3860","QG5262"
142204,1341797,"QG3860","QG5305"
158798,1257508,"QG3860","QG5319"
143203,1248599,"QG3860","QG5364"
152345,1577239,"QG3860","QG5365"
153166,1580905,"QG3860","QG5366"
130280,1523335,"QG3860","QG5405"
116278,1496612,"QG3860","QG5502"
164088,1289873,"QG3860","QG5503"
98759,1485426,"QG3860","QG5510"
153535,1580807,"QG3860","QG5550"
129557,1521820,"QG3860","QG5551"
145046,1296778,"QG3860","QG5552"
118700,1502818,"QG3860","QG5576"
168353,1579218,"QG3860","QG5588"
149444,1577006,"QG3860","QG5602"
153068,1577504,"QG3860","QG5628"
154207,1584450,"QG3860","QG5629"
149489,1579129,"QG3860","QG5638"
172506,1573717,"QG3860","QG5643"
150694,1585812,"QG3860","QG5650"
174524,1583814,"QG3860","QG5652"
184477,1576653,"QG3860","QG5654"
152940,1576339,"QG3860","QG5655"
79922,1621705,"QG3860","QG800"
80060,1621126,"QG3860","QG801"
123228,1603512,"QG3860","QG820"
123819,1604598,"QG3860","QG823"
100034,1612892,"QG3860","QG834"
97332,1580787,"QG3860","QG835"
99754,1611622,"QG3860","QG836"
100284,1611323,"QG3860","QG837"
99711,1607994,"QG3860","QG838"
99766,1608459,"QG3860","QG839"
98946,1621184,"QG3860","QG840"
103239,1613313,"QG3860","QG841"
102116,1601320,"QG3860","QG842"
102856,1611595,"QG3860","QG843"
99635,1606163,"QG3860","QG844"
99772,1610768,"QG3860","QG845"
82436,1595981,"QG3860","QG846"
82634,1592458,"QG3860","QG847"
88900,1609209,"QG3860","QG848"
99243,1592550,"QG3860","QG849"
100210,1608882,"QG3860","QG850"
98414,1595964,"QG3860","QG851"
82262,1613648,"QG3860","QG852"
93482,1619981,"QG3860","QG853"
100167,1606561,"QG3860","QG921"
84700,1611236,"QG3860","QG935"
106610,1606429,"QG3860","QG942"
94828,1603496,"QG3860","QG981"
93975,1608586,"QG3860","QG987"
136403,1584575,"QG3860","TWN2103"
46289,1585943,"QG3862","QG3863"
57311,1586146,"QG3862","QG3868"
79170,1602612,"QG3862","QG3869"
80454,1614105,"QG3862","QG3871"
31642,1602747,"QG3862","QG3872"
31251,1623794,"QG3862","QG3873"
56007,1616968,"QG3862","QG3877"
93790,1577918,"QG3862","QG3880"
166770,1570510,"QG3862","QG4629"
166240,1561603,"QG3862","QG4641"
155820,1568104,"QG3862","QG4646"
163627,1569365,"QG3862","QG4653"
152534,1582374,"QG3862","QG4659"
167255,1570924,"QG3862","QG4669"
173402,1559038,"QG3862","QG4671"
165896,1568380,"QG3862","QG4672"
167409,1571309,"QG3862","QG4694"
167039,1570345,"QG3862","QG4695"
167405,1571788,"QG3862","QG4696"
184390,1559397,"QG3862","QG4702"
175686,1563699,"QG3862","QG4713"
166324,1569458,"QG3862","QG4714"
167595,1567459,"QG3862","QG4730"
194995,1573291,"QG3862","QG4739"
